sat_SM,sat_Z
60943700000.0,-0.035775475
10444500.0,-2.0437171
18619200.0,-2.6302764
7441020.0,-1.767135
2782810.0,-2.557546
392110.0,-3.327894
1572830.0,-2.3815293
74301.3,-20.419987
1010530.0,-3.3983095
176591.0,-6.970957
241629.0,-3.0390382
6657.83,-72.253296
88859.4,-4.196722
89945.8,-8.626193
743260.0,-3.418498
2090150.0,-2.804913
47771.4,-4.7914553
29985.6,-20.796955
197269.0,-2.9966793
413876.0,-2.9974785
3328.91,-210.113
53273.7,-10.318942
33308.5,-8.770802
